frame,angle_deg
20000,0.5315
20010,0.5246
20020,0.5170
20030,0.5107
20040,0.5068
20050,0.5066
20060,0.5040
20070,0.5010
20080,0.4954
20090,0.4885
20100,0.4809
20110,0.4730
20120,0.4665
20130,0.4618
20140,0.4583
20150,0.4537
20160,0.4496
20170,0.4458
20180,0.4421
20190,0.4395
20200,0.4357
20210,0.4280
20220,0.4207
20230,0.4132
20240,0.4059
20250,0.3997
20260,0.3972
20270,0.3984
20280,0.3937
20290,0.3833
20300,0.3729
20310,0.3661
20320,0.3624
20330,0.3602
20340,0.3575
20350,0.3564
20360,0.3560
20370,0.3540
20380,0.3484
20390,0.3408
20400,0.3342
20410,0.3281
20420,0.3228
20430,0.3178
20440,0.3128
20450,0.3083
20460,0.3055
20470,0.3029
20480,0.2971
20490,0.2918
20500,0.2878
20510,0.2849
20520,0.2811
20530,0.2739
20540,0.2628
20550,0.2574
20560,0.2549
20570,0.2501
20580,0.2423
20590,0.2358
20600,0.2299
20610,0.2247
20620,0.2180
20630,0.2122
20640,0.2076
20650,0.2036
20660,0.1990
20670,0.1941
20680,0.1901
20690,0.1871
20700,0.1827
20710,0.1753
20720,0.1695
20730,0.1633
20740,0.1549
20750,0.1460
20760,0.1375
20770,0.1304
20780,0.1247
20790,0.1203
20800,0.1170
20810,0.1136
20820,0.1083
20830,0.1017
20840,0.0949
20850,0.0890
20860,0.0836
20870,0.0791
20880,0.0752
20890,0.0707
20900,0.0649
20910,0.0584
20920,0.0524
20930,0.0461
20940,0.0369
20950,0.0317
20960,0.0269
20970,0.0223
20980,0.0153
20990,0.0075
21000,0.0000
21010,0.0054
21020,0.0102
21030,0.0156
21040,0.0217
21050,0.0278
21060,0.0330
21070,0.0381
21080,0.0453
21090,0.0544
21100,0.0655
21110,0.0730
21120,0.0835
21130,0.0917
21140,0.0961
21150,0.0972
21160,0.0980
21170,0.1003
21180,0.1030
21190,0.1049
21200,0.1044
21210,0.1053
21220,0.1091
21230,0.1144
21240,0.1181
21250,0.1221
21260,0.1290
21270,0.1385
21280,0.1519
21290,0.1641
21300,0.1733
21310,0.1801
21320,0.1870
21330,0.1931
21340,0.1990
21350,0.2043
21360,0.2084
21370,0.2133
21380,0.2171
21390,0.2196
21400,0.2221
21410,0.2291
21420,0.2364
21430,0.2421
21440,0.2452
21450,0.2442
21460,0.2462
21470,0.2500
21480,0.2532
21490,0.2559
21500,0.2593
21510,0.2636
21520,0.2694
21530,0.2753
21540,0.2803
21550,0.2850
21560,0.2908
21570,0.2966
21580,0.3028
21590,0.3083
21600,0.3123
21610,0.3187
21620,0.3222
21630,0.3261
21640,0.3336
21650,0.3467
21660,0.3607
21670,0.3698
21680,0.3744
21690,0.3782
21700,0.3816
21710,0.3843
21720,0.3880
21730,0.3925
21740,0.3976
21750,0.4066
21760,0.4166
21770,0.4276
21780,0.4365
21790,0.4441
21800,0.4539
21810,0.4666
21820,0.4786
21830,0.4868
21840,0.4904
21850,0.4940
21860,0.4992
21870,0.5045
21880,0.5099
21890,0.5160
21900,0.5239
21910,0.5308
21920,0.5344
21930,0.5361
21940,0.5375
21950,0.5377
21960,0.5384
21970,0.5395
21980,0.5411
21990,0.5421
22000,0.5411
22010,0.5419
22020,0.5462
22030,0.5527
22040,0.5623
22050,0.5732
22060,0.5814
22070,0.5866
22080,0.5912
22090,0.5970
22100,0.6029
22110,0.6091
22120,0.6189
22130,0.6265
22140,0.6297
22150,0.6339
22160,0.6406
22170,0.6478
22180,0.6536
22190,0.6612
22200,0.6680
22210,0.6750
22220,0.6803
22230,0.6846
22240,0.6885
22250,0.6924
22260,0.6953
22270,0.6979
22280,0.7007
22290,0.7037
22300,0.7061
22310,0.7113
22320,0.7243
22330,0.7378
22340,0.7474
22350,0.7547
22360,0.7597
22370,0.7653
22380,0.7703
22390,0.7780
22400,0.7860
22410,0.7914
22420,0.7947
22430,0.7975
22440,0.8005
22450,0.8033
22460,0.8047
22470,0.8082
22480,0.8133
22490,0.8198
22500,0.8273
22510,0.8336
22520,0.8385
22530,0.8431
22540,0.8474
22550,0.8535
22560,0.8591
22570,0.8632
22580,0.8664
22590,0.8724
22600,0.8761
22610,0.8778
22620,0.8804
22630,0.8862
22640,0.8928
22650,0.8996
22660,0.9084
22670,0.9199
22680,0.9331
22690,0.9442
22700,0.9507
22710,0.9550
22720,0.9581
22730,0.9585
22740,0.9587
22750,0.9590
22760,0.9593
22770,0.9597
22780,0.9613
22790,0.9639
22800,0.9669
22810,0.9711
22820,0.9759
22830,0.9799
22840,0.9846
22850,0.9911
22860,0.9966
22870,1.0001
22880,1.0040
22890,1.0090
22900,1.0198
22910,1.0325
22920,1.0391
22930,1.0465
22940,1.0546
22950,1.0626
22960,1.0686
22970,1.0732
22980,1.0800
22990,1.0854
23000,1.0868
23010,1.0868
23020,1.0879
23030,1.0914
23040,1.0932
23050,1.0961
23060,1.1010
23070,1.1079
23080,1.1158
23090,1.1249
23100,1.1371
23110,1.1539
23120,1.1704
23130,1.1791
23140,1.1826
23150,1.1859
23160,1.1899
23170,1.1945
23180,1.1973
23190,1.1992
23200,1.2024
23210,1.2051
23220,1.2112
23230,1.2162
23240,1.2205
23250,1.2250
23260,1.2363
23270,1.2465
23280,1.2551
23290,1.2634
23300,1.2707
23310,1.2779
23320,1.2871
23330,1.2962
23340,1.3041
23350,1.3109
23360,1.3159
23370,1.3212
23380,1.3262
23390,1.3315
23400,1.3409
23410,1.3526
23420,1.3607
