frame,angle_deg
68000,0.2227
68010,0.2190
68020,0.2150
68030,0.2111
68040,0.2070
68050,0.2054
68060,0.2070
68070,0.2090
68080,0.2094
68090,0.2085
68100,0.2056
68110,0.2021
68120,0.1977
68130,0.1909
68140,0.1833
68150,0.1776
68160,0.1753
68170,0.1759
68180,0.1783
68190,0.1792
68200,0.1766
68210,0.1724
68220,0.1674
68230,0.1596
68240,0.1526
68250,0.1478
68260,0.1455
68270,0.1466
68280,0.1476
68290,0.1477
68300,0.1501
68310,0.1511
68320,0.1500
68330,0.1469
68340,0.1428
68350,0.1386
68360,0.1329
68370,0.1286
68380,0.1266
68390,0.1251
68400,0.1230
68410,0.1193
68420,0.1128
68430,0.1064
68440,0.1090
68450,0.1145
68460,0.1182
68470,0.1200
68480,0.1201
68490,0.1197
68500,0.1177
68510,0.1131
68520,0.1076
68530,0.1031
68540,0.0996
68550,0.0996
68560,0.1026
68570,0.1070
68580,0.1072
68590,0.1039
68600,0.1034
68610,0.1057
68620,0.1064
68630,0.1040
68640,0.0994
68650,0.0931
68660,0.0861
68670,0.0815
68680,0.0790
68690,0.0763
68700,0.0740
68710,0.0720
68720,0.0695
68730,0.0661
68740,0.0620
68750,0.0594
68760,0.0579
68770,0.0555
68780,0.0544
68790,0.0575
68800,0.0638
68810,0.0686
68820,0.0690
68830,0.0654
68840,0.0575
68850,0.0488
68860,0.0427
68870,0.0399
68880,0.0376
68890,0.0361
68900,0.0371
68910,0.0378
68920,0.0374
68930,0.0356
68940,0.0355
68950,0.0339
68960,0.0302
68970,0.0256
68980,0.0188
68990,0.0087
69000,0.0000
69010,0.0049
69020,0.0088
69030,0.0109
69040,0.0127
69050,0.0114
69060,0.0157
69070,0.0183
69080,0.0148
69090,0.0133
69100,0.0168
69110,0.0232
69120,0.0302
69130,0.0363
69140,0.0390
69150,0.0426
69160,0.0478
69170,0.0547
69180,0.0603
69190,0.0652
69200,0.0686
69210,0.0690
69220,0.0693
69230,0.0725
69240,0.0768
69250,0.0808
69260,0.0846
69270,0.0897
69280,0.0942
69290,0.0939
69300,0.0911
69310,0.0895
69320,0.0909
69330,0.0961
69340,0.1038
69350,0.1104
69360,0.1088
69370,0.1003
69380,0.0943
69390,0.0900
69400,0.0925
69410,0.0975
69420,0.1025
69430,0.1085
69440,0.1143
69450,0.1183
69460,0.1191
69470,0.1191
69480,0.1205
69490,0.1243
69500,0.1305
69510,0.1370
69520,0.1411
69530,0.1399
69540,0.1388
69550,0.1404
69560,0.1437
69570,0.1466
69580,0.1499
69590,0.1526
69600,0.1554
69610,0.1550
69620,0.1517
69630,0.1505
69640,0.1534
69650,0.1583
69660,0.1626
69670,0.1610
69680,0.1573
69690,0.1575
69700,0.1631
69710,0.1700
69720,0.1746
69730,0.1761
69740,0.1774
69750,0.1809
69760,0.1845
69770,0.1827
69780,0.1804
69790,0.1813
69800,0.1849
69810,0.1917
69820,0.1991
69830,0.2048
69840,0.2077
69850,0.2082
69860,0.2058
69870,0.2015
69880,0.1993
69890,0.2008
69900,0.2054
69910,0.2097
69920,0.2121
69930,0.2153
69940,0.2212
69950,0.2275
69960,0.2342
69970,0.2377
69980,0.2355
69990,0.2296
70000,0.2260
70010,0.2261
70020,0.2302
70030,0.2363
70040,0.2408
70050,0.2399
70060,0.2392
70070,0.2402
70080,0.2411
70090,0.2417
70100,0.2428
70110,0.2450
70120,0.2474
70130,0.2458
70140,0.2438
70150,0.2448
70160,0.2491
70170,0.2551
70180,0.2614
70190,0.2662
70200,0.2683
70210,0.2676
70220,0.2637
70230,0.2600
70240,0.2577
70250,0.2592
70260,0.2644
70270,0.2711
70280,0.2747
70290,0.2771
70300,0.2804
70310,0.2845
70320,0.2858
70330,0.2857
70340,0.2868
70350,0.2923
70360,0.2973
70370,0.3017
70380,0.3061
70390,0.3116
70400,0.3170
70410,0.3207
70420,0.3232
70430,0.3263
70440,0.3283
70450,0.3283
70460,0.3276
70470,0.3291
70480,0.3329
70490,0.3361
70500,0.3349
70510,0.3319
70520,0.3321
70530,0.3364
70540,0.3432
70550,0.3490
70560,0.3512
70570,0.3517
70580,0.3529
70590,0.3547
70600,0.3553
70610,0.3573
70620,0.3618
70630,0.3669
70640,0.3713
70650,0.3761
70660,0.3792
70670,0.3820
70680,0.3836
70690,0.3868
70700,0.3926
70710,0.4008
70720,0.4081
70730,0.4132
70740,0.4175
70750,0.4219
70760,0.4270
70770,0.4326
70780,0.4353
70790,0.4340
70800,0.4302
70810,0.4285
70820,0.4324
70830,0.4378
70840,0.4398
70850,0.4407
70860,0.4435
70870,0.4492
70880,0.4567
70890,0.4646
70900,0.4714
70910,0.4749
70920,0.4722
70930,0.4712
70940,0.4726
70950,0.4760
70960,0.4797
70970,0.4819
70980,0.4812
70990,0.4804
71000,0.4814
71010,0.4860
71020,0.4913
71030,0.4967
71040,0.4989
71050,0.4968
71060,0.4945
71070,0.4959
71080,0.5007
71090,0.5075
71100,0.5150
71110,0.5231
71120,0.5276
71130,0.5288
71140,0.5287
71150,0.5283
71160,0.5299
71170,0.5317
71180,0.5337
71190,0.5356
71200,0.5362
71210,0.5362
71220,0.5370
71230,0.5383
71240,0.5420
71250,0.5484
71260,0.5529
71270,0.5560
71280,0.5570
71290,0.5587
71300,0.5621
71310,0.5650
71320,0.5676
71330,0.5712
71340,0.5760
71350,0.5825
71360,0.5872
71370,0.5881
71380,0.5853
71390,0.5825
71400,0.5804
71410,0.5799
71420,0.5813
71430,0.5856
71440,0.5910
71450,0.5962
71460,0.5997
71470,0.6031
71480,0.6084
71490,0.6151
71500,0.6192
71510,0.6190
71520,0.6181
71530,0.6173
71540,0.6185
71550,0.6233
71560,0.6281
71570,0.6335
71580,0.6399
71590,0.6455
71600,0.6479
71610,0.6468
71620,0.6473
71630,0.6487
71640,0.6496
71650,0.6494
71660,0.6496
71670,0.6495
71680,0.6493
71690,0.6492
71700,0.6522
71710,0.6572
71720,0.6646
71730,0.6719
71740,0.6762
71750,0.6771
71760,0.6768
71770,0.6772
71780,0.6793
71790,0.6814
71800,0.6844
71810,0.6901
71820,0.6967
71830,0.7014
71840,0.7046
71850,0.7095
71860,0.7156
71870,0.7215
