frame,angle_deg
68000,0.6847
68010,0.6738
68020,0.6640
68030,0.6549
68040,0.6461
68050,0.6382
68060,0.6305
68070,0.6230
68080,0.6151
68090,0.6066
68100,0.5978
68110,0.5891
68120,0.5808
68130,0.5729
68140,0.5653
68150,0.5579
68160,0.5505
68170,0.5430
68180,0.5354
68190,0.5286
68200,0.5215
68210,0.5139
68220,0.5060
68230,0.5004
68240,0.4924
68250,0.4826
68260,0.4721
68270,0.4624
68280,0.4525
68290,0.4424
68300,0.4506
68310,0.4579
68320,0.4532
68330,0.4451
68340,0.4379
68350,0.4299
68360,0.4217
68370,0.4139
68380,0.4062
68390,0.3986
68400,0.3911
68410,0.3835
68420,0.3763
68430,0.3696
68440,0.3626
68450,0.3557
68460,0.3487
68470,0.3415
68480,0.3332
68490,0.3243
68500,0.3147
68510,0.3047
68520,0.2944
68530,0.2839
68540,0.2737
68550,0.2906
68560,0.2919
68570,0.2889
68580,0.2825
68590,0.2744
68600,0.2669
68610,0.2597
68620,0.2529
68630,0.2464
68640,0.2390
68650,0.2304
68660,0.2216
68670,0.2128
68680,0.2040
68690,0.1956
68700,0.1874
68710,0.1793
68720,0.1706
68730,0.1616
68740,0.1531
68750,0.1453
68760,0.1377
68770,0.1301
68780,0.1225
68790,0.1139
68800,0.1448
68810,0.1490
68820,0.1467
68830,0.1407
68840,0.1326
68850,0.1245
68860,0.1165
68870,0.1071
68880,0.0976
68890,0.0884
68900,0.0794
68910,0.0713
68920,0.0635
68930,0.0553
68940,0.0471
68950,0.0388
68960,0.0299
68970,0.0216
68980,0.0139
68990,0.0069
69000,0.0000
69010,0.0068
69020,0.0139
69030,0.0223
69040,0.0314
69050,0.0399
69060,0.0481
69070,0.0564
69080,0.0651
69090,0.0737
69100,0.0820
69110,0.0902
69120,0.0983
69130,0.1060
69140,0.0911
69150,0.0873
69160,0.0910
69170,0.0966
69180,0.1033
69190,0.1101
69200,0.1168
69210,0.1236
69220,0.1302
69230,0.1368
69240,0.1437
69250,0.1507
69260,0.1585
69270,0.1670
69280,0.1755
69290,0.1837
69300,0.1918
69310,0.1999
69320,0.2082
69330,0.2170
69340,0.2255
69350,0.2340
69360,0.2428
69370,0.2511
69380,0.2536
69390,0.2092
69400,0.1931
69410,0.1932
69420,0.2000
69430,0.2089
69440,0.2178
69450,0.2258
69460,0.2341
69470,0.2442
69480,0.2560
69490,0.2680
69500,0.2787
69510,0.2882
69520,0.2971
69530,0.3053
69540,0.3131
69550,0.3206
69560,0.3278
69570,0.3350
69580,0.3422
69590,0.3488
69600,0.3554
69610,0.3620
69620,0.3683
69630,0.3748
69640,0.3814
69650,0.3879
69660,0.3944
69670,0.4008
69680,0.4073
69690,0.4139
69700,0.4220
69710,0.4303
69720,0.4401
69730,0.4501
69740,0.4598
69750,0.4689
69760,0.4772
69770,0.4851
69780,0.4927
69790,0.5006
69800,0.5084
69810,0.5160
69820,0.5236
69830,0.5311
69840,0.5386
69850,0.5462
69860,0.5183
69870,0.5106
69880,0.5124
69890,0.5166
69900,0.5227
69910,0.5297
69920,0.5365
69930,0.5435
69940,0.5528
69950,0.5631
69960,0.5731
69970,0.5822
69980,0.5910
69990,0.5992
70000,0.6070
70010,0.6141
70020,0.6208
70030,0.6276
70040,0.6345
70050,0.6415
70060,0.6485
70070,0.6550
70080,0.6615
70090,0.6681
70100,0.6747
70110,0.6822
70120,0.6907
70130,0.6993
70140,0.7071
70150,0.7145
70160,0.7219
70170,0.7294
70180,0.7371
70190,0.7458
70200,0.7547
70210,0.7632
70220,0.7714
70230,0.7562
70240,0.7508
70250,0.7543
70260,0.7607
70270,0.7673
70280,0.7747
70290,0.7823
70300,0.7897
70310,0.7971
70320,0.8039
70330,0.8105
70340,0.8173
70350,0.8241
70360,0.8308
70370,0.8374
70380,0.8443
70390,0.8519
70400,0.8595
70410,0.8668
70420,0.8737
70430,0.8803
70440,0.8870
70450,0.8939
70460,0.9006
70470,0.9086
70480,0.9168
70490,0.9184
70500,0.9002
70510,0.9005
70520,0.9049
70530,0.9105
70540,0.9174
70550,0.9241
70560,0.9306
70570,0.9372
70580,0.9435
70590,0.9498
70600,0.9566
70610,0.9642
70620,0.9708
70630,0.9776
70640,0.9843
70650,0.9909
70660,0.9978
70670,1.0054
70680,1.0130
70690,1.0207
70700,1.0284
70710,1.0359
70720,1.0432
70730,1.0503
70740,1.0571
70750,1.0637
70760,1.0564
70770,1.0419
70780,1.0390
70790,1.0422
70800,1.0483
70810,1.0550
70820,1.0621
70830,1.0703
70840,1.0798
70850,1.0894
70860,1.0991
70870,1.1081
70880,1.1162
70890,1.1240
70900,1.1316
70910,1.1391
70920,1.1466
70930,1.1539
70940,1.1608
70950,1.1679
70960,1.1752
70970,1.1824
70980,1.1897
70990,1.1970
71000,1.2050
71010,1.2136
71020,1.2087
71030,1.1801
71040,1.1748
71050,1.1766
71060,1.1816
71070,1.1882
71080,1.1952
71090,1.2018
71100,1.2093
71110,1.2178
71120,1.2261
71130,1.2344
71140,1.2425
71150,1.2504
71160,1.2580
71170,1.2664
71180,1.2740
71190,1.2812
71200,1.2884
71210,1.2956
71220,1.3030
71230,1.3106
71240,1.3183
71250,1.3256
71260,1.3325
71270,1.3391
71280,1.3456
71290,1.3520
71300,1.3587
71310,1.3655
71320,1.3719
71330,1.3783
71340,1.3852
71350,1.3932
71360,1.4011
71370,1.4096
71380,1.4180
71390,1.4261
71400,1.4340
71410,1.4420
71420,1.4285
71430,1.4232
71440,1.4254
71450,1.4314
71460,1.4390
71470,1.4460
71480,1.4525
71490,1.4592
71500,1.4656
71510,1.4720
71520,1.4785
71530,1.4849
71540,1.4912
71550,1.4976
71560,1.5039
71570,1.5101
71580,1.5163
71590,1.5226
71600,1.5286
71610,1.5347
71620,1.5418
71630,1.5498
71640,1.5589
71650,1.5681
71660,1.5772
71670,1.5859
71680,1.5943
71690,1.6023
71700,1.6084
71710,1.5876
71720,1.5840
71730,1.5882
71740,1.5934
71750,1.5998
71760,1.6069
71770,1.6133
71780,1.6197
71790,1.6260
71800,1.6321
71810,1.6382
71820,1.6442
71830,1.6504
71840,1.6566
71850,1.6630
71860,1.6700
71870,1.6782
71880,1.6869
71890,1.6956
71900,1.7041
71910,1.7122
71920,1.7198
71930,1.7271
71940,1.7965
71950,2.5325
71960,3.5628
71970,4.3933
71980,4.9467
71990,5.2484
72000,5.5146
72010,5.7231
72020,5.8864
72030,6.0303
72040,6.1443
72050,6.2448
72060,6.3353
72070,6.4172
72080,6.4974
72090,6.5687
72100,6.6529
72110,6.7364
72120,6.8103
72130,6.9007
72140,6.9849
72150,7.0604
72160,7.1281
72170,7.1864
72180,7.2593
72190,7.3137
72200,7.3621
72210,7.4035
72220,7.4377
72230,7.4785
72240,7.5174
72250,7.5698
72260,7.5999
72270,7.6242
72280,7.6493
72290,7.6712
72300,7.6995
72310,7.7352
72320,7.7723
72330,7.8083
72340,7.8460
72350,7.8830
72360,7.9181
72370,7.9535
72380,8.0056
72390,8.0590
72400,8.0899
72410,8.1307
72420,8.1750
72430,8.2135
72440,8.2629
72450,8.3059
72460,8.3466
72470,8.3867
72480,8.4349
72490,8.4946
72500,8.5520
72510,8.6039
72520,8.6494
72530,8.6956
72540,8.7427
72550,8.6699
72560,8.6864
72570,8.7307
72580,8.7842
72590,8.8531
72600,8.9212
72610,8.9869
72620,9.0448
72630,9.1027
72640,9.1502
72650,9.1956
72660,9.2373
72670,9.2888
72680,9.3417
72690,9.3862
72700,9.4277
72710,9.4732
72720,9.5094
72730,9.5522
72740,9.5951
72750,9.6358
72760,9.6770
72770,9.7218
72780,9.7636
72790,9.7776
72800,9.7903
72810,9.8101
72820,9.8329
72830,9.8704
72840,9.8959
72850,9.9206
72860,9.9584
72870,9.9855
72880,10.0137
72890,10.0472
72900,10.0801
72910,10.1095
72920,10.1490
72930,10.1777
72940,10.2022
72950,10.2305
72960,10.2611
72970,10.2969
72980,10.3325
72990,10.3630
73000,10.3700
73010,10.4157
73020,10.4684
73030,10.5145
73040,10.5443
73050,10.5559
73060,10.5766
73070,10.5970
73080,10.6175
73090,10.6406
73100,10.6660
73110,10.6953
73120,10.7319
73130,10.7667
73140,10.8030
73150,10.8321
73160,10.8675
73170,10.9099
73180,10.9459
73190,10.9744
73200,11.0054
73210,11.0357
73220,11.0720
73230,11.1082
73240,11.1388
73250,11.1702
73260,11.1860
73270,11.2146
73280,11.2384
73290,11.2708
73300,11.3031
73310,11.3277
73320,11.3795
73330,11.4221
73340,11.4600
73350,11.4973
73360,11.5333
73370,11.5770
73380,11.6101
73390,11.6565
73400,11.7048
73410,11.7364
73420,11.7551
73430,11.7888
73440,11.8282
73450,11.8650
73460,11.9005
73470,11.9336
73480,11.9684
73490,12.0019
73500,12.0361
73510,12.0758
73520,12.1215
73530,12.1673
73540,12.2078
73550,12.2437
73560,12.2800
73570,12.3068
73580,12.3320
73590,12.3600
73600,12.3834
73610,12.4103
73620,12.4412
73630,12.4733
73640,12.5021
73650,12.5319
73660,12.5690
73670,12.6020
73680,12.6318
73690,12.6705
73700,12.7060
73710,12.7361
73720,12.7673
73730,12.7987
73740,12.8321
73750,12.8625
73760,12.8890
73770,12.9211
73780,12.9584
73790,13.0003
73800,13.0334
73810,13.0577
73820,13.0686
73830,13.0937
73840,13.1188
73850,13.1405
73860,13.1661
73870,13.1925
73880,13.2264
73890,13.2630
73900,13.3008
73910,13.3352
73920,13.3656
73930,13.3929
73940,13.4180
73950,13.4435
73960,13.4752
73970,13.5074
73980,13.5425
73990,13.5724
74000,13.5958
74010,13.6176
