frame,angle_deg
44000,0.3049
44010,0.3008
44020,0.2957
44030,0.2905
44040,0.2868
44050,0.2844
44060,0.2838
44070,0.2836
44080,0.2842
44090,0.2828
44100,0.2789
44110,0.2764
44120,0.2742
44130,0.2720
44140,0.2693
44150,0.2661
44160,0.2625
44170,0.2589
44180,0.2548
44190,0.2505
44200,0.2385
44210,0.2326
44220,0.2284
44230,0.2299
44240,0.2294
44250,0.2272
44260,0.2255
44270,0.2225
44280,0.2200
44290,0.2174
44300,0.2137
44310,0.2102
44320,0.2069
44330,0.2029
44340,0.1994
44350,0.1967
44360,0.1938
44370,0.1901
44380,0.1872
44390,0.1841
44400,0.1800
44410,0.1763
44420,0.1724
44430,0.1685
44440,0.1648
44450,0.1608
44460,0.1567
44470,0.1535
44480,0.1512
44490,0.1492
44500,0.1490
44510,0.1470
44520,0.1432
44530,0.1402
44540,0.1377
44550,0.1348
44560,0.1301
44570,0.1260
44580,0.1218
44590,0.1175
44600,0.1134
44610,0.1090
44620,0.1050
44630,0.1010
44640,0.1008
44650,0.0999
44660,0.0943
44670,0.0883
44680,0.0826
44690,0.0773
44700,0.0727
44710,0.0681
44720,0.0638
44730,0.0604
44740,0.0601
44750,0.0600
44760,0.0608
44770,0.0596
44780,0.0582
44790,0.0566
44800,0.0542
44810,0.0562
44820,0.0568
44830,0.0545
44840,0.0521
44850,0.0494
44860,0.0464
44870,0.0428
44880,0.0392
44890,0.0360
44900,0.0330
44910,0.0307
44920,0.0296
44930,0.0285
44940,0.0269
44950,0.0221
44960,0.0172
44970,0.0129
44980,0.0095
44990,0.0040
45000,0.0000
45010,0.0039
45020,0.0079
45030,0.0121
45040,0.0164
45050,0.0210
45060,0.0260
45070,0.0299
45080,0.0318
45090,0.0339
45100,0.0367
45110,0.0407
45120,0.0444
45130,0.0493
45140,0.0536
45150,0.0559
45160,0.0560
45170,0.0536
45180,0.0519
45190,0.0517
45200,0.0526
45210,0.0546
45220,0.0569
45230,0.0596
45240,0.0624
45250,0.0654
45260,0.0708
45270,0.0825
45280,0.0908
45290,0.0977
45300,0.1045
45310,0.1110
45320,0.1152
45330,0.1098
45340,0.1076
45350,0.1080
45360,0.1093
45370,0.1108
45380,0.1125
45390,0.1141
45400,0.1166
45410,0.1197
45420,0.1234
45430,0.1277
45440,0.1304
45450,0.1294
45460,0.1301
45470,0.1310
45480,0.1325
45490,0.1345
45500,0.1379
45510,0.1418
45520,0.1451
45530,0.1469
45540,0.1473
45550,0.1484
45560,0.1488
45570,0.1500
45580,0.1512
45590,0.1531
45600,0.1559
45610,0.1584
45620,0.1601
45630,0.1628
45640,0.1663
45650,0.1702
45660,0.1742
45670,0.1781
45680,0.1817
45690,0.1859
45700,0.1897
45710,0.1926
45720,0.1958
45730,0.1991
45740,0.2028
45750,0.2064
45760,0.2094
45770,0.2108
45780,0.2136
45790,0.2167
45800,0.2198
45810,0.2228
45820,0.2254
45830,0.2279
45840,0.2306
45850,0.2339
45860,0.2372
45870,0.2407
45880,0.2441
45890,0.2470
45900,0.2504
45910,0.2546
45920,0.2594
45930,0.2643
45940,0.2691
45950,0.2732
45960,0.2778
45970,0.2850
45980,0.2861
45990,0.2843
46000,0.2772
46010,0.2703
46020,0.2648
46030,0.2618
46040,0.2598
46050,0.2590
46060,0.2594
46070,0.2606
46080,0.2619
46090,0.2636
46100,0.2662
46110,0.2690
46120,0.2715
46130,0.2730
46140,0.2742
46150,0.2757
46160,0.2776
46170,0.2801
46180,0.2824
46190,0.2854
46200,0.2881
46210,0.2902
46220,0.2933
46230,0.2973
46240,0.3013
46250,0.3052
46260,0.3086
46270,0.3120
46280,0.3147
46290,0.3174
46300,0.3212
46310,0.3255
46320,0.3293
46330,0.3326
46340,0.3357
46350,0.3388
46360,0.3417
46370,0.3446
46380,0.3473
46390,0.3504
46400,0.3541
46410,0.3574
46420,0.3600
46430,0.3627
46440,0.3665
46450,0.3714
46460,0.3765
46470,0.3790
46480,0.3796
46490,0.3802
46500,0.3813
46510,0.3830
46520,0.3852
46530,0.3877
46540,0.3903
46550,0.3929
46560,0.3956
46570,0.3985
46580,0.3982
46590,0.3978
46600,0.3978
46610,0.3985
46620,0.4011
46630,0.4040
46640,0.4072
46650,0.4109
46660,0.4148
46670,0.4186
46680,0.4217
46690,0.4246
46700,0.4273
46710,0.4300
46720,0.4330
46730,0.4336
46740,0.4358
46750,0.4385
46760,0.4418
46770,0.4454
46780,0.4491
46790,0.4527
46800,0.4561
46810,0.4594
46820,0.4625
46830,0.4656
46840,0.4687
46850,0.4723
46860,0.4772
46870,0.4817
46880,0.4851
46890,0.4875
46900,0.4899
46910,0.4923
46920,0.4948
46930,0.4976
46940,0.5005
46950,0.5037
46960,0.5069
46970,0.5104
46980,0.5148
46990,0.5165
47000,0.5170
47010,0.5180
47020,0.5197
47030,0.5216
47040,0.5222
47050,0.5243
47060,0.5272
47070,0.5303
47080,0.5335
47090,0.5368
47100,0.5398
47110,0.5428
47120,0.5459
47130,0.5492
47140,0.5526
47150,0.5561
47160,0.5595
47170,0.5621
47180,0.5629
47190,0.5643
47200,0.5658
47210,0.5670
47220,0.5677
47230,0.5694
47240,0.5709
47250,0.5720
47260,0.5738
47270,0.5758
47280,0.5780
47290,0.5815
47300,0.5833
47310,0.5843
47320,0.5841
47330,0.5863
47340,0.5901
47350,0.5928
47360,0.5953
47370,0.5976
47380,0.5997
47390,0.6017
47400,0.6038
47410,0.6061
47420,0.6085
47430,0.6110
47440,0.6137
47450,0.6151
47460,0.6165
47470,0.6189
47480,0.6220
47490,0.6247
47500,0.6342
47510,0.6443
47520,0.6524
47530,0.6564
47540,0.6610
47550,0.6640
47560,0.6667
47570,0.6696
47580,0.6721
47590,0.6750
47600,0.6787
47610,0.6785
47620,0.6817
47630,0.6836
47640,0.6862
47650,0.6885
47660,0.6902
47670,0.6914
47680,0.6928
47690,0.6959
47700,0.6997
47710,0.7039
47720,0.7055
47730,0.7053
47740,0.7052
47750,0.7075
47760,0.7091
47770,0.7104
47780,0.7117
47790,0.7128
47800,0.7150
47810,0.7178
47820,0.7199
47830,0.7219
47840,0.7227
47850,0.7234
47860,0.7248
47870,0.7261
47880,0.7271
47890,0.7282
47900,0.7298
47910,0.7305
47920,0.7323
47930,0.7346
47940,0.7358
47950,0.7370
47960,0.7382
47970,0.7393
47980,0.7408
47990,0.7425
48000,0.7445
48010,3.7845
48020,10.2169
48030,16.7214
48040,20.3633
48050,22.3090
48060,23.5919
48070,24.4493
48080,25.2219
48090,26.1288
48100,27.0516
48110,27.9326
48120,28.7697
48130,29.5149
48140,30.1835
48150,30.8027
48160,31.3950
48170,31.9609
48180,32.5131
48190,33.0509
48200,33.5617
48210,34.0770
48220,34.5900
48230,35.0902
48240,35.5675
48250,36.0267
48260,36.4827
48270,36.9133
48280,37.3442
48290,37.7956
48300,38.2481
48310,38.7237
48320,39.2313
48330,39.7094
48340,40.1465
48350,40.5820
48360,40.9769
48370,41.3565
48380,41.7502
48390,42.1960
48400,42.6156
48410,43.0123
48420,43.3638
48430,43.6798
48440,43.9784
48450,44.2805
48460,44.5857
48470,44.8866
48480,45.1870
48490,45.5298
48500,45.8851
48510,46.2226
48520,46.5507
48530,46.8773
48540,47.2070
48550,47.5371
48560,47.8665
48570,48.2124
48580,48.5543
48590,48.8928
48600,49.2531
48610,49.6169
48620,49.9676
48630,50.2900
48640,50.6237
48650,51.0118
48660,51.4147
48670,51.7622
48680,52.0689
48690,52.3879
48700,52.6815
48710,52.9700
48720,53.2521
48730,53.5227
48740,53.7850
48750,54.0561
48760,54.3141
48770,54.5837
48780,54.8808
48790,55.1797
48800,55.4657
48810,55.7496
48820,56.0593
48830,56.3743
48840,56.6923
48850,56.9473
48860,57.1629
48870,57.3787
48880,57.6112
48890,57.9354
48900,58.2660
48910,58.5391
48920,58.7930
48930,59.0422
48940,59.2878
48950,59.5687
48960,59.8565
48970,60.0791
48980,60.3103
48990,60.5536
49000,60.7973
49010,61.0550
49020,61.3128
49030,61.5589
49040,61.7912
49050,62.0138
49060,62.2309
49070,62.4126
49080,62.6234
49090,62.8325
49100,63.0558
49110,63.3287
49120,63.5369
49130,63.7210
49140,63.9372
49150,64.1268
49160,64.2405
49170,64.3296
49180,64.4090
49190,64.5086
49200,64.6175
49210,64.7231
49220,64.8198
49230,64.9042
49240,64.9853
49250,65.0359
49260,65.0933
49270,65.1508
49280,65.2056
49290,65.2839
49300,65.3508
49310,65.3955
49320,65.4086
49330,65.4221
49340,65.4542
49350,65.4975
49360,65.5785
49370,65.6573
49380,65.7724
49390,65.8404
49400,65.8884
49410,65.8985
49420,65.9238
49430,65.9647
49440,66.0144
49450,66.0498
49460,66.1041
49470,66.1731
49480,66.2499
49490,66.3224
49500,66.3885
49510,66.4719
49520,66.5484
49530,66.6371
49540,66.7060
49550,66.7448
49560,66.7757
49570,66.8047
49580,66.8354
49590,66.8669
49600,66.8944
49610,66.9324
