frame,angle_deg
44000,0.7072
44010,0.6954
44020,0.6818
44030,0.6728
44040,0.6715
44050,0.6741
44060,0.6729
44070,0.6693
44080,0.6638
44090,0.6571
44100,0.6483
44110,0.6367
44120,0.6246
44130,0.6132
44140,0.6047
44150,0.5993
44160,0.5971
44170,0.5919
44180,0.5896
44190,0.5904
44200,0.5877
44210,0.5806
44220,0.5716
44230,0.5632
44240,0.5506
44250,0.5382
44260,0.5273
44270,0.5186
44280,0.5121
44290,0.5098
44300,0.5103
44310,0.5072
44320,0.5011
44330,0.4915
44340,0.4784
44350,0.4656
44360,0.4555
44370,0.4509
44380,0.4520
44390,0.4471
44400,0.4372
44410,0.4254
44420,0.4112
44430,0.3962
44440,0.3828
44450,0.3775
44460,0.3775
44470,0.3746
44480,0.3673
44490,0.3579
44500,0.3518
44510,0.3460
44520,0.3418
44530,0.3396
44540,0.3350
44550,0.3267
44560,0.3152
44570,0.3043
44580,0.2972
44590,0.2916
44600,0.2839
44610,0.2782
44620,0.2743
44630,0.2675
44640,0.2640
44650,0.2543
44660,0.2414
44670,0.2271
44680,0.2181
44690,0.2123
44700,0.2096
44710,0.2044
44720,0.1946
44730,0.1841
44740,0.1749
44750,0.1628
44760,0.1487
44770,0.1355
44780,0.1290
44790,0.1294
44800,0.1298
44810,0.1251
44820,0.1156
44830,0.1021
44840,0.0915
44850,0.0836
44860,0.0763
44870,0.0677
44880,0.0546
44890,0.0401
44900,0.0374
44910,0.0410
44920,0.0408
44930,0.0336
44940,0.0260
44950,0.0209
44960,0.0176
44970,0.0134
44980,0.0088
44990,0.0047
45000,0.0000
45010,0.0087
45020,0.0191
45030,0.0305
45040,0.0407
45050,0.0484
45060,0.0547
45070,0.0591
45080,0.0626
45090,0.0692
45100,0.0773
45110,0.0863
45120,0.0923
45130,0.0967
45140,0.1100
45150,0.1288
45160,0.1457
45170,0.1574
45180,0.1667
45190,0.1708
45200,0.1704
45210,0.1717
45220,0.1777
45230,0.1900
45240,0.1989
45250,0.2063
45260,0.2129
45270,0.2201
45280,0.2253
45290,0.2217
45300,0.2165
45310,0.2180
45320,0.2280
45330,0.2383
45340,0.2495
45350,0.2578
45360,0.2694
45370,0.2875
45380,0.3050
45390,0.3196
45400,0.3331
45410,0.3458
45420,0.3519
45430,0.3579
45440,0.3662
45450,0.3724
45460,0.3733
45470,0.3711
45480,0.3722
45490,0.3777
45500,0.3860
45510,0.3928
45520,0.3999
45530,0.4055
45540,0.4073
45550,0.4105
45560,0.4169
45570,0.4246
45580,0.4307
45590,0.4379
45600,0.4420
45610,0.4426
45620,0.4444
45630,0.4537
45640,0.4718
45650,0.4914
45660,0.5062
45670,0.5163
45680,0.5236
45690,0.5277
45700,0.5301
45710,0.5298
45720,0.5283
45730,0.5306
45740,0.5354
45750,0.5420
45760,0.5507
45770,0.5590
45780,0.5666
45790,0.5715
45800,0.5740
45810,0.5756
45820,0.5815
45830,0.5901
45840,0.6016
45850,0.6108
45860,0.6149
45870,0.6181
45880,0.6202
45890,0.6174
45900,0.6174
45910,0.6235
45920,0.6335
45930,0.6415
45940,0.6470
45950,0.6533
45960,0.6637
45970,0.6757
45980,0.6832
45990,0.6863
46000,0.6865
46010,0.6811
46020,0.6774
46030,0.6785
46040,0.6834
46050,0.6879
46060,0.6921
46070,0.6994
46080,0.7087
46090,0.7186
46100,0.7287
46110,0.7387
46120,0.7473
46130,0.7481
46140,0.7462
46150,0.7486
46160,0.7550
46170,0.7663
46180,0.7827
46190,0.7970
46200,0.8053
46210,0.8126
46220,0.8159
46230,0.8179
46240,0.8076
46250,0.7869
46260,0.7674
46270,0.7576
46280,0.7575
46290,0.7622
46300,0.7694
46310,0.7789
46320,0.7907
46330,0.8039
46340,0.8144
46350,0.8204
46360,0.8180
46370,0.8151
46380,0.8181
46390,0.8241
46400,0.8318
46410,0.8403
46420,0.8477
46430,0.8567
46440,0.8646
46450,0.8698
46460,0.8718
46470,0.8677
46480,0.8649
46490,0.8664
46500,0.8727
46510,0.8853
46520,0.8941
46530,0.8977
46540,0.8995
46550,0.9018
46560,0.9070
46570,0.9119
46580,0.9124
46590,0.9135
46600,0.9149
46610,0.9178
46620,0.9233
46630,0.9322
46640,0.9435
46650,0.9507
46660,0.9517
46670,0.9521
46680,0.9538
46690,0.9550
46700,0.9560
46710,0.9572
46720,0.9607
46730,0.9666
46740,0.9739
46750,0.9756
46760,0.9768
46770,0.9817
46780,0.9891
46790,0.9984
46800,1.0024
46810,1.0008
46820,0.9989
46830,0.9995
46840,1.0063
46850,1.0178
46860,1.0276
46870,1.0316
46880,1.0366
46890,1.0432
46900,1.0537
46910,1.0627
46920,1.0703
46930,1.0763
46940,1.0763
46950,1.0705
46960,1.0680
46970,1.0767
46980,1.0898
46990,1.1054
47000,1.1205
47010,1.1304
47020,1.1389
47030,1.1404
47040,1.1335
47050,1.1237
47060,1.1148
47070,1.1067
47080,1.1073
47090,1.1156
47100,1.1233
47110,1.1294
47120,1.1359
47130,1.1431
47140,1.1451
47150,1.1417
47160,1.1395
47170,1.1441
47180,1.1527
47190,1.1606
47200,1.1692
47210,1.1758
47220,1.1795
47230,1.1808
47240,1.1811
47250,1.1826
47260,1.1847
47270,1.1871
47280,1.1893
47290,1.1950
47300,1.1988
47310,1.2033
47320,1.2107
47330,1.2151
47340,1.2234
47350,1.2343
47360,1.2458
47370,1.2492
47380,1.2432
47390,1.2339
47400,1.2296
47410,1.2325
47420,1.2402
47430,1.2479
47440,1.2496
47450,1.2494
47460,1.2575
47470,1.2689
47480,1.2758
47490,1.2780
47500,1.2814
47510,1.2871
47520,1.2935
47530,1.2977
47540,1.3014
47550,1.3045
47560,1.3093
47570,1.3118
47580,1.3095
47590,1.3038
47600,1.3043
47610,1.3095
47620,1.3160
47630,1.3207
47640,1.3252
47650,1.3306
47660,1.3347
47670,1.3311
47680,1.3246
47690,1.3227
47700,1.3291
47710,1.3357
47720,1.3398
47730,1.3440
47740,1.3486
47750,1.3553
47760,1.3645
47770,1.3725
47780,1.3779
47790,1.3774
47800,1.3748
47810,1.3756
47820,1.3813
47830,1.3908
47840,1.3974
47850,1.4047
47860,1.4129
47870,1.4221
47880,1.4268
47890,1.4251
47900,1.4238
47910,1.4277
47920,1.4322
47930,1.4357
47940,1.4395
47950,1.4416
47960,1.4461
47970,1.4517
47980,1.4562
47990,1.4578
48000,1.4579
48010,1.4606
48020,1.4672
48030,1.4760
48040,1.4861
48050,1.5008
48060,1.5157
48070,1.5280
48080,1.5388
48090,1.5460
48100,1.5438
48110,1.5331
48120,1.5269
48130,1.5269
48140,1.5328
48150,1.5391
48160,1.5448
48170,1.5513
48180,1.5588
48190,1.5655
48200,1.5711
48210,1.5758
48220,1.5746
48230,1.5689
48240,1.5681
48250,1.5734
48260,1.5796
48270,1.5841
48280,1.5897
48290,1.5987
48300,1.6092
48310,1.6121
48320,1.6039
48330,1.5976
48340,1.5964
48350,1.5990
48360,1.6000
48370,1.6045
48380,1.6093
48390,1.6140
48400,1.6203
48410,1.6228
48420,1.6221
48430,1.6211
48440,1.6231
48450,1.6282
48460,1.6344
48470,1.6411
48480,1.6484
48490,1.6554
48500,1.6574
48510,1.6582
48520,1.6615
48530,1.6669
48540,1.6726
48550,1.6710
48560,1.6621
48570,1.6574
48580,1.6585
48590,1.6627
48600,1.6643
48610,1.6551
48620,1.6516
48630,1.6581
48640,1.6670
48650,1.6760
48660,1.6832
48670,1.6894
48680,1.6964
48690,1.7027
48700,1.7020
48710,1.6961
48720,1.6936
48730,1.6948
48740,1.6925
48750,1.7000
48760,1.7056
48770,1.7098
48780,1.7114
48790,1.7135
48800,1.7141
48810,1.7088
48820,1.6947
48830,1.6873
48840,1.6907
48850,1.6997
48860,1.7108
48870,1.7204
48880,1.7290
48890,1.7366
48900,1.7427
48910,1.7458
48920,1.7480
48930,1.7502
48940,1.7466
48950,1.7407
48960,1.7364
48970,1.7326
48980,1.7323
48990,1.7331
49000,1.7310
49010,1.7233
49020,1.7191
49030,1.7220
49040,1.7292
49050,1.7385
49060,1.7506
49070,1.7652
49080,1.7769
49090,1.7798
49100,1.7681
49110,1.7677
49120,1.7712
49130,1.7747
49140,1.7780
49150,1.7812
49160,1.7819
49170,1.7850
49180,1.7883
49190,1.7906
49200,1.7892
49210,1.7854
49220,1.7873
49230,1.7934
49240,1.7882
49250,1.7804
49260,1.7819
49270,1.7897
49280,1.7987
49290,1.8039
49300,1.8080
49310,1.8117
49320,1.8202
49330,1.8296
49340,1.8351
49350,1.8350
49360,1.8304
49370,1.8272
49380,1.8271
49390,1.8280
49400,1.8367
49410,1.8495
49420,1.8640
49430,1.8642
49440,1.8573
49450,1.8539
49460,1.8562
49470,1.8606
49480,1.8688
49490,1.8672
49500,1.8688
49510,1.8767
49520,1.8856
49530,1.8889
49540,1.8897
49550,1.8906
49560,1.8938
49570,1.8993
49580,1.9053
49590,1.9085
49600,1.9056
49610,1.9011
49620,1.8917
49630,1.8796
49640,1.8733
49650,1.8737
49660,1.8768
