frame,angle_deg
44000,0.3060
44010,0.3029
44020,0.3001
44030,0.2976
44040,0.2957
44050,0.2942
44060,0.2927
44070,0.2898
44080,0.2860
44090,0.2816
44100,0.2772
44110,0.2731
44120,0.2692
44130,0.2654
44140,0.2616
44150,0.2569
44160,0.2510
44170,0.2459
44180,0.2416
44190,0.2375
44200,0.2339
44210,0.2296
44220,0.2252
44230,0.2197
44240,0.2171
44250,0.2158
44260,0.2145
44270,0.2133
44280,0.2117
44290,0.2105
44300,0.2088
44310,0.2067
44320,0.2047
44330,0.2018
44340,0.1977
44350,0.1933
44360,0.1890
44370,0.1838
44380,0.1799
44390,0.1762
44400,0.1724
44410,0.1693
44420,0.1669
44430,0.1641
44440,0.1612
44450,0.1581
44460,0.1547
44470,0.1520
44480,0.1500
44490,0.1484
44500,0.1467
44510,0.1447
44520,0.1424
44530,0.1399
44540,0.1376
44550,0.1358
44560,0.1334
44570,0.1313
44580,0.1291
44590,0.1270
44600,0.1246
44610,0.1214
44620,0.1177
44630,0.1139
44640,0.1051
44650,0.1000
44660,0.0970
44670,0.0944
44680,0.0919
44690,0.0897
44700,0.0873
44710,0.0849
44720,0.0824
44730,0.0797
44740,0.0773
44750,0.0742
44760,0.0714
44770,0.0684
44780,0.0652
44790,0.0618
44800,0.0596
44810,0.0579
44820,0.0556
44830,0.0536
44840,0.0530
44850,0.0531
44860,0.0522
44870,0.0503
44880,0.0478
44890,0.0453
44900,0.0429
44910,0.0392
44920,0.0305
44930,0.0274
44940,0.0241
44950,0.0207
44960,0.0165
44970,0.0120
44980,0.0077
44990,0.0038
45000,0.0000
45010,0.0038
45020,0.0077
45030,0.0113
45040,0.0148
45050,0.0184
45060,0.0229
45070,0.0273
45080,0.0297
45090,0.0317
45100,0.0336
45110,0.0358
45120,0.0376
45130,0.0399
45140,0.0418
45150,0.0430
45160,0.0450
45170,0.0470
45180,0.0496
45190,0.0528
45200,0.0562
45210,0.0596
45220,0.0629
45230,0.0661
45240,0.0691
45250,0.0718
45260,0.0748
45270,0.0778
45280,0.0813
45290,0.0850
45300,0.0885
45310,0.0913
45320,0.0940
45330,0.0964
45340,0.0990
45350,0.1019
